title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.7 - 206 km SSW of Sofifi, Indonesia",6.7,2007-02-20 08:04:00,0,6,,0,691,us,253,0.0,40.3,mwc,12.0,-1.034,126.976,S,,Indonesia
