title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
M 7.8 - Central Turkey,7.8,2023-02-06 01:17:00,9,9,red,0,2910,us,118,1.919,32.0,mww,17.925,37.2012,36.9997,Central Turkey,Asia,Turkiye
"M 6.7 - 18 km ESE of Nurdağı, Turkey",6.7,2023-02-06 01:28:00,9,8,yellow,0,800,us,108,0.218,44.0,mww,14.497,37.4135,36.8306,"Nurdağı, Turkey",Asia,Turkiye
