title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.5 - 67 km NNW of Insrom, Indonesia",6.5,1996-02-17 14:21:00,0,6,,0,650,us,0,0.0,0.0,mw,19.2,-0.567,135.84,"Insrom, Indonesia",,Indonesia
"M 6.5 - 32 km NNE of Biak, Indonesia",6.5,1996-02-17 20:18:00,0,6,,0,650,us,0,0.0,0.0,mw,31.9,-0.917,136.225,"Biak, Indonesia",,Indonesia
