title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,2009-10-07 23:13:00,0,7,,0,842,us,314,0.0,20.2,mwc,31.1,-13.093,166.497,"Sola, Vanuatu",,Vanuatu
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,2009-10-08 08:28:00,0,5,,0,711,us,174,0.0,30.2,mwc,35.0,-13.298,165.91,"Sola, Vanuatu",,
