title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.6 - 99 km SSE of Panguna, Papua New Guinea",6.6,2007-04-01 20:47:00,0,7,,0,670,us,251,0.0,16.0,mb,10.0,-7.169,155.777,"Panguna, Papua New Guinea",,Solomon Islands
"M 6.9 - 113 km SSE of Panguna, Papua New Guinea",6.9,2007-04-01 21:11:00,0,7,,0,732,us,305,0.0,15.3,mwc,10.0,-7.306,155.741,"Panguna, Papua New Guinea",,Solomon Islands
