title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 8.2 - 134 km SSW of Kushiro, Japan",8.16,2003-09-25 19:50:00,0,9,,0,1024,official,0,0.0,0.0,mww,27.0,41.815,143.91,"Kushiro, Japan",,
