title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,2007-09-20 08:31:00,3,5,,0,696,us,503,0.0,26.9,mwc,30.0,-1.999,100.141,"Padang, Indonesia",,Indonesia
