title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.9 - 151 km E of Namie, Japan",6.9,2008-07-19 02:39:00,5,5,,0,825,duputel,0,0.0,0.0,mww,25.5,37.55,142.714,"Namie, Japan",,
"M 7.0 - 107 km E of Namie, Japan",7.0,2008-07-19 02:39:00,5,5,,0,840,us,577,0.0,18.2,mwc,22.0,37.552,142.214,"Namie, Japan",,
