title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,2015-11-11 01:54:00,6,6,green,1,761,us,0,0.784,32.0,mww,12.0,-29.5067,-72.0068,"Coquimbo, Chile",,
"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,2015-11-11 02:46:00,5,6,green,0,744,us,0,0.821,43.0,mww,10.0,-29.5097,-72.0585,"Coquimbo, Chile",,
